gene	ensembl	gene_description	sample_1	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_2	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_3	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_4	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48	sample_49	sample_5	sample_50	sample_53	sample_54	sample_55	sample_56	sample_57	sample_58	sample_59	sample_6	sample_7	sample_8	sample_9
BMX	ENSG00000102010	BMX non-receptor tyrosine kinase	0.023	0.004	0.033	0.023	0.015	0.02	0.14400000000000002	0.06	0.065	0.10800000000000001	0.542	0.92	1.6540000000000001	0.027000000000000003	0.752	0.305	0.762	0.27	0.049	0.005	0.057	0.004	0.043	0.047	0.013999999999999999	0.17800000000000002	0.006	0.135		0.08199999999999999	0.039	1.29	0.145	0.184	0.322	0.387	0.43700000000000006	0.8440000000000001	0.07	0.46399999999999997	0.14			0.244	1.695				0.215	0.23800000000000002	0.505	0.16899999999999998	0.285	0.096	0.235		0.086
INSM2	ENSG00000168348	INSM transcriptional repressor 2	0.013000000000000001		0.0	0.0	0.08900000000000001	0.0	0.034	0.0	0.006	0.006999999999999999	0.005	0.0	0.0	0.0	0.0	0.004	0.013999999999999999	0.011000000000000001	0.0	0.012		0.0	0.021	0.04	0.025	0.0	0.043	0.0		0.022000000000000002		0.0	0.005	0.066		0.011000000000000001	0.01	0.0	0.005	0.032	0.028999999999999998	0.006	0.009000000000000001	0.0	0.027999999999999997		0.0	0.015	0.013000000000000001	0.016	0.035	0.018000000000000002	0.0	0.025	0.016		0.01
IL5RA	ENSG00000091181	Interleukin 5 receptor subunit alpha	0.003	0.078	0.0	0.018000000000000002	0.0	0.0	0.003	0.01	0.003		0.016	0.066	0.027999999999999997		0.081	0.043	0.044000000000000004	0.057999999999999996	0.01	0.0	0.0	0.0		0.005	0.0	0.019		0.075		0.06	0.0	0.033	0.048	0.055999999999999994	0.040999999999999995	0.009000000000000001	0.1	0.17600000000000002	0.038	0.049	0.031		0.024	0.192	0.035		0.019	0.002	0.016		0.054000000000000006		0.008	0.0			
ZFR2	ENSG00000105278	Zinc finger RNA binding protein 2	0.004	0.261		0.259	0.132	0.027000000000000003		0.015	0.013999999999999999	0.004	0.107	0.036000000000000004	0.316	0.205	0.057999999999999996	0.027000000000000003	0.035	0.019	0.043	0.20600000000000002	0.0	0.0	0.003	0.0	0.009000000000000001	0.08900000000000001	0.003	0.052000000000000005	0.011000000000000001		0.031	0.016	0.11900000000000001	0.213	0.162	0.006	0.075	0.245	0.011000000000000001	0.10800000000000001	0.17300000000000001	0.08199999999999999	0.003		0.05	0.094	0.003	0.003	0.012	0.019	0.03	0.064	0.002	0.078	0.057	0.003	0.0
DCXR	ENSG00000169738	Dicarbonyl and L-xylulose reductase	149.38	23.281	88.405	63.643	245.639	130.778	108.381	93.926		57.562	47.946999999999996	170.03900000000002	215.47299999999998	78.63		141.629	82.323	112.806	68.529	76.612	101.307	285.20599999999996	157.651	78.79	90.72399999999999	118.71799999999999	141.326	167.253		52.397	308.015	179.68200000000002	110.23200000000001	233.255	62.934	95.195	65.407	86.51299999999999	377.986	104.525	157.762	162.876	81.943	62.141999999999996	147.751			634.008	598.628	216.12099999999998	424.88599999999997	487.95	276.78	115.03200000000001	336.85		100.89399999999999
PODXL2	ENSG00000114631	Podocalyxin like 2	0.23600000000000002	21.948	1.521	6.209	7.529	1.883	1.609	2.478	0.809	6.971	3.111	0.495	1.507	16.342	9.697000000000001	3.925	2.9	2.206	4.467		7.332000000000001	1.992	0.34	1.483	1.4469999999999998	6.891		4.883		8.827	1.0390000000000001		0.218				9.492		0.152	3.484	4.611000000000001	0.8320000000000001	0.402		0.499		1.2690000000000001	1.252	0.953	0.524	0.747	0.978	0.637	0.316	0.08900000000000001		1.294
TAF1L	ENSG00000122728	TATA-box binding protein associated factor 1 like	0.005	0.151	0.096	0.026000000000000002	0.0	0.016	0.085	0.022000000000000002	0.021	0.083	0.015	0.027999999999999997	0.054000000000000006	0.022000000000000002		0.0	0.012		0.102	0.1	0.05	0.0	0.027999999999999997	0.003	0.017	0.004	0.002	0.033		0.0	0.024		0.021	0.135	0.002	0.0	0.0	0.053		0.011000000000000001	0.02	0.02	0.013999999999999999	0.01	0.0		0.004	0.0	0.016	0.006999999999999999	0.027000000000000003	0.002	0.026000000000000002	0.047	0.0		0.045
NPAS1	ENSG00000130751	Neuronal PAS domain protein 1	0.228	1.436	0.239	0.621	0.478	0.349	0.48100000000000004			0.336	0.345	0.244	0.409	1.042		0.106		0.628	0.158	0.128	0.20800000000000002	0.177	0.13	0.444	0.335	0.079	1.117			1.3330000000000002		0.815	0.152	0.888	2.75	2.406	0.257	1.3430000000000002	0.091	0.24100000000000002	0.868	0.087	0.098	0.685	0.294	0.22699999999999998		0.863	0.40299999999999997	2.347		0.985	4.565	0.341	0.19899999999999998	0.313	0.05
ARL9	ENSG00000196503	ADP ribosylation factor like GTPase 9	0.021	0.905	0.013999999999999999	0.017	0.624	0.009000000000000001	0.07	0.07	0.13	0.42	0.55	0.136	0.429	0.627	0.11	0.25	0.312	0.073	0.0	0.08900000000000001	0.077	0.02	0.035	0.155	0.045		0.184	0.003		0.278	0.07	0.026000000000000002	0.076	0.14400000000000002	0.28300000000000003	0.09	0.893		0.105	0.086	0.091	0.231	0.161	0.281	0.017		0.11800000000000001	0.031	0.083	0.0	0.017		0.033	0.133	0.0		0.013000000000000001
LRCOL1	ENSG00000204583	Leucine rich colipase like 1	0.027999999999999997	0.0	0.20199999999999999		1.6280000000000001		0.385	0.19899999999999998	0.161	0.114	0.392	0.46399999999999997	1.411	0.162	0.5529999999999999	1.1320000000000001	0.62	0.5329999999999999		1.3630000000000002	0.635	0.5489999999999999	0.0	1.014	2.4619999999999997	2.465	1.02	2.68	0.2	0.086	3.175	1.589		0.603	1.72	0.56	0.348	1.355	0.021	0.561	2.6710000000000003	0.156	0.179	1.439	0.397	0.215	3.011	7.071000000000001		2.5469999999999997	3.52		3.133	0.024	0.0	0.21899999999999997	0.07400000000000001
FGFR1	ENSG00000077782	Fibroblast growth factor receptor 1	1.005	35.312		11.905	4.337	2.494	5.337000000000001		4.029	48.416000000000004	5.193	3.315	7.277	1.12	6.6370000000000005	4.497	13.259	8.517000000000001	15.341	12.773	4.446000000000001	3.221	1.018	4.655	4.575	4.8469999999999995	5.983			34.744	1.41	4.1930000000000005	5.38	6.749	22.155	6.769	58.103	30.39	1.97	9.317	6.443	2.815	1.568	14.722999999999999	3.844			0.493	1.599	3.096	2.9539999999999997	2.544		1.723	0.892		1.411
NRARP	ENSG00000198435	NOTCH regulated ankyrin repeat protein	0.968	10.448	1.2209999999999999	2.927	1.8630000000000002	1.6030000000000002	3.2	3.036	6.936	3.717	7.94	2.124	2.675	2.082	4.612	5.801		5.49	0.9570000000000001	1.442	1.912		1.078	1.09	1.855		2.4859999999999998	1.6969999999999998		8.115	0.851	2.2880000000000003	0.8440000000000001	2.0669999999999997	4.497	2.85	3.3760000000000003	6.928	1.864	2.641	4.198	2.056	2.036		3.1689999999999996		0.598	0.248	0.759		0.8759999999999999	0.494	0.87	0.7140000000000001	1.494		1.172
GLRB	ENSG00000109738	Glycine receptor beta	6.314	0.703	0.35600000000000004	0.436	1.361	0.938	0.16	0.349		2.173	2.176	3.23	0.40399999999999997	0.612	0.585	0.13699999999999998	0.807	0.6509999999999999	0.193	0.011000000000000001	1.004	0.175	3.467	1.682	0.049	0.044000000000000004	0.075	0.34600000000000003	1.0390000000000001		0.033	0.11199999999999999	0.051	1.252	3.569	0.423	3.7489999999999997	2.648	0.785	0.45299999999999996	0.245	0.385	0.426	1.113	3.3369999999999997	1.304	0.361	0.332	0.187	2.305	0.44299999999999995	0.113	0.40700000000000003	5.287999999999999	0.9059999999999999	0.125	1.439
MTRNR2L3	ENSG00000256222	MT-RNR2-like 3	0.027999999999999997		0.086	0.0		0.006999999999999999		0.016	0.0	0.027999999999999997	0.023		0.0		0.0	0.011000000000000001	0.015	0.024	0.027000000000000003	0.039	0.0	0.047	0.012	0.009000000000000001	0.0	0.0	0.0	0.011000000000000001		0.0	0.022000000000000002	0.019	0.046	0.057999999999999996	0.01	0.0	0.0		0.0	0.013999999999999999	0.0	0.031	0.012	0.0	0.0		0.01		0.0	0.0	0.044000000000000004	0.077	0.036000000000000004	0.0	0.0		0.0
EBF2	ENSG00000221818	Early B cell factor 2	0.046	0.75	0.025	0.183	0.063	0.203	0.42100000000000004	0.006	0.517	0.024	0.679	0.013000000000000001	0.034	0.095	0.457	0.076	0.11	0.374	0.075	0.185		0.159	0.034	0.147	0.45799999999999996	0.342	0.099	0.34299999999999997		1.74		0.061	0.09300000000000001	0.099	0.125	0.091	0.49700000000000005	0.114	0.447	0.565	0.16	0.726	0.299	0.40299999999999997	0.11699999999999999		0.0	0.0	0.006		0.02	0.0	0.004	0.084			0.153
CREM	ENSG00000095794	CAMP responsive element modulator	3.6239999999999997	4.254	4.926	7.017	4.8919999999999995	1.8319999999999999	5.138999999999999	3.798	5.497999999999999	5.14	7.296	3.52	3.031	2.7939999999999996	4.794	5.372999999999999	3.7089999999999996	5.735	4.508	2.674	2.716	1.966		4.454	1.979	3.991	3.2689999999999997	3.585		8.009	9.193	9.21	2.889		8.199	8.022	17.362000000000002	13.722999999999999		10.212	9.971	6.572	6.172999999999999	8.469	5.172000000000001		13.162	3.364	5.864	10.405999999999999	14.613	11.097000000000001	9.074	4.191	2.673		3.2
FPR1	ENSG00000171051	Formyl peptide receptor 1	0.627		1.639		0.863	0.599	2.562	0.868	2.095	1.4909999999999999	3.304	2.927	7.166	1.198	3.082		3.6719999999999997	12.265999999999998	0.297	0.8170000000000001	0.38299999999999995	0.172	1.189	0.259	0.02			6.0120000000000005		1.62	0.327	3.3510000000000004	2.522	1.827	1.9	1.82	2.665	12.151		7.468999999999999	4.553	3.28	3.822	2.697			12.138	0.883	7.9670000000000005	5.1979999999999995	28.208000000000002	6.111000000000001	5.936	1.7080000000000002	0.038		0.662
COLEC12	ENSG00000158270	Collectin subfamily member 12	5.772	4.919	20.452	14.014000000000001	8.242	1.2830000000000001	5.787000000000001		9.013	58.435	6.745	6.492999999999999	3.305	0.47	13.332	5.141	8.488	20.19	3.889		8.752	4.843999999999999	5.756	4.331	1.163	9.808	6.83	3.725		2.187	5.0680000000000005		1.545	2.99	12.854000000000001	4.133	16.668	3.832	1.976	3.8760000000000003	5.827999999999999	9.773	1.521	2.877	7.712000000000001		0.389	0.11599999999999999	0.235	0.7879999999999999	0.38299999999999995			10.909	9.317		5.692
C2orf66	ENSG00000187944	Chromosome 2 open reading frame 66	0.45399999999999996	0.009000000000000001	0.042	0.022000000000000002		0.19399999999999998		0.21100000000000002	0.102		0.21100000000000002	0.042	0.066	0.14800000000000002	0.078	0.47200000000000003	0.183	0.159	0.018000000000000002	0.35600000000000004	0.313	0.07200000000000001	0.106	1.247	0.209	0.177		0.051	0.226		0.41100000000000003		0.09699999999999999				1.268	0.215	0.006999999999999999	0.192	0.44799999999999995	0.276	0.133	0.28	0.442	0.069	0.024	0.053	0.10400000000000001	0.071			0.002	0.18100000000000002	0.125	0.083	0.039
CARMIL3	ENSG00000186648	Capping protein regulator and myosin 1 linker 3	0.043	1.319	0.295	0.113	0.092	0.07200000000000001	0.16699999999999998	0.04	0.10800000000000001	0.747	0.16	0.096	0.24100000000000002	0.253	0.129	0.099	0.069	0.07	0.163	0.109	0.055	0.10400000000000001	0.10099999999999999	0.07200000000000001	0.272	0.11699999999999999	0.307	0.09699999999999999		0.73		0.114	0.162	0.147	0.34700000000000003	0.069	0.19899999999999998	0.265	0.08	0.304	0.204	0.11	0.034					0.091	0.079	0.049		0.094	0.177	0.114	0.149		0.06
RBP7	ENSG00000162444	Retinol binding protein 7	6.9	2.291	2.967		9.751	2.844	5.97	8.277999999999999	4.302	4.428	17.32	3.614	1.8630000000000002	4.685	13.974	10.847000000000001	5.144		2.224	2.82		4.812		5.394	3.324	5.855	3.3989999999999996	2.096			6.582000000000001	19.602	4.776	1.625	16.379	4.637		16.084	11.552999999999999		8.009	26.622		4.178	14.152999999999999		0.8490000000000001	0.914	0.9440000000000001	2.093	3.2960000000000003	1.0659999999999998	0.998	3.048	11.697000000000001		4.832
ST8SIA6	ENSG00000148488	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6	0.013999999999999999	0.045	0.147	0.368	0.106	0.01	0.13699999999999998	0.071	0.17800000000000002	0.205		0.825	0.812	0.035	0.6890000000000001	0.147		0.08199999999999999	0.002	0.066	0.047	0.047	0.034	0.042	0.011000000000000001	0.025	0.068	0.47100000000000003		0.081	0.01	0.466	0.071		0.29600000000000004	0.105	0.063	0.249	0.077			0.166	0.475		0.5479999999999999		0.22	0.09300000000000001	0.226	0.27399999999999997		0.312	0.39799999999999996	0.14400000000000002	0.015		0.07
ARHGAP10	ENSG00000071205	Rho GTPase activating protein 10	0.11800000000000001		0.237	0.9159999999999999	0.852	0.212		1.025	0.778	2.628	1.446	1.169		0.26899999999999996	1.2429999999999999	1.838	1.756	1.899	0.9059999999999999	0.193	0.384	0.237		0.262	0.155		0.987	0.905		2.505	0.488	1.526	0.713	0.569	3.034	2.467		7.122000000000001	1.375	2.359	1.85	1.7	0.513	4.029	1.3880000000000001		0.6709999999999999	0.39299999999999996	0.613	0.389	0.9179999999999999		0.26	0.33	0.225		
SLC25A47	ENSG00000140107	Solute carrier family 25 member 47	51.528999999999996	0.129	9.347000000000001	0.5870000000000001	5.901	13.181	5.825	16.913	12.905999999999999	2.166	13.409	158.92	81.172	5.45	21.451999999999998	6.154		5.996	1.819	9.139	6.371	16.893	128.91	17.561	19.722	1.324	47.192	25.009		0.19399999999999998	2.747	237.247	9.499	120.836	108.87899999999999	43.173	0.019	0.305	36.306	1.557	1.295	4.67	36.211	3.15	51.7		86.382	278.703	136.349	104.236	127.461	172.234	141.20600000000002	52.261	18.028		
SEMA6C	ENSG00000143434	Semaphorin 6C	10.125	18.297	3.6039999999999996		8.497	15.811	4.843999999999999		5.199	6.111000000000001	5.3629999999999995	6.301	9.615		3.105		8.838	4.47	6.652	13.897	7.257000000000001	13.136	6.442	12.767999999999999	88.89200000000001		8.333	9.612		1.8980000000000001	13.773	7.524	5.832999999999999	17.596	10.757	2.157	41.861999999999995	3.138	12.513	3.698	12.763	8.648		36.018	19.535		3.5410000000000004	3.915	2.2969999999999997	1.811	2.573	1.837	5.152	7.456	36.516		14.359000000000002
LIPH	ENSG00000163898	Lipase H		0.11800000000000001	0.077	0.055		0.009000000000000001	0.05		0.255		0.397	0.221	0.7809999999999999	0.078			0.255	0.036000000000000004	0.064	0.011000000000000001	0.055	0.013000000000000001	0.025		0.0	0.0	0.001	0.075	0.08199999999999999	0.349	0.102	0.004	0.10300000000000001	0.077	0.155	0.039	0.032	0.153	0.151	0.099	0.025	0.157	0.15	0.07200000000000001	0.028999999999999998	0.055999999999999994		0.027999999999999997		0.025	0.062	0.022000000000000002	0.045	0.10400000000000001	0.038	0.02	0.139
RFPL3	ENSG00000128276	Ret finger protein like 3	0.24600000000000002	0.276		0.447	0.299	0.599	0.054000000000000006		0.115	0.166	0.20600000000000002		0.134	0.205	0.035	0.262	0.085	0.21899999999999997	0.037000000000000005	0.243	0.32	0.249	0.054000000000000006	1.4869999999999999	0.509	0.371	0.33	0.127		0.028999999999999998	1.01	0.305	0.10800000000000001	0.19399999999999998		0.067	0.26899999999999996	0.321	0.233	0.259	0.8959999999999999	0.341		2.1390000000000002	0.409		0.08800000000000001	0.187	0.105	0.001	0.064	0.057999999999999996	0.107	0.19399999999999998	0.163		0.374
CHN1	ENSG00000128656	Chimerin 1	0.55	2.105	3.122	2.4219999999999997	1.127	1.318	1.379	2.758	1.022		1.9040000000000001	0.9079999999999999	1.3259999999999998	0.662	2.254	0.765	1.935	5.071000000000001	1.906	6.207999999999999	0.47600000000000003	0.735		1.661	1.882	11.34	3.197			1.929	0.735	0.97			2.464	1.7209999999999999	14.322000000000001	8.052	0.768	2.8810000000000002	4.329	1.484	0.612	2.299	1.228		0.358	0.36700000000000005	0.408	0.413	0.306	0.43200000000000005		0.7909999999999999	0.496		0.647
FANCB	ENSG00000181544	Fanconi anemia complementation group B	0.145	0.09699999999999999	0.33399999999999996	1.2209999999999999	0.48	0.039	0.513	0.28	0.563	0.652	0.376		0.08	0.27399999999999997	0.39799999999999996	0.268	0.23600000000000002	0.433	0.8170000000000001	0.457	0.529		0.17800000000000002	0.239				0.645			0.34600000000000003	0.149	0.19399999999999998	0.10400000000000001	0.184	0.059000000000000004	0.604	0.028999999999999998	0.157	0.466	0.26899999999999996	0.312	0.33299999999999996	0.29100000000000004	0.048		0.193	0.115	0.071	0.23600000000000002	0.068	0.057999999999999996	0.08	0.114	0.098		0.601
FAM167A	ENSG00000154319	Family with sequence similarity 167 member A	0.198	1.045	1.905	1.047	0.838	0.198		0.071	0.435	0.435	0.774	0.298	0.596	0.02	0.987	0.23800000000000002	0.701	1.001	0.156	0.758		0.233		0.237	0.215	0.111	0.22399999999999998	0.667		1.8	0.823	0.024	0.111	1.389	0.32799999999999996		0.175	2.841	0.087	2.114	0.289	0.478	0.057999999999999996	0.27899999999999997	0.098		0.043	0.03	0.006999999999999999	0.047	0.077	0.032	0.028999999999999998	0.225	0.09699999999999999		0.085
SLC4A4	ENSG00000080493	Solute carrier family 4 member 4		1.22	1.671		0.6709999999999999		1.6030000000000002	0.126	2.336	1.189	10.222999999999999	9.715	6.97	0.091	7.093		5.821000000000001	0.611	3.2710000000000004	0.14	0.846		3.7739999999999996	0.221	0.042		2.69	1.4380000000000002	2.675	23.17	1.2109999999999999	2.778	0.762	2.908	1.28	1.432	0.13	0.34700000000000003	1.5	1.245	0.8079999999999999	3.091	0.076	0.126	2.673	0.418	3.0039999999999996	5.447	3.197		5.627999999999999	1.986	5.9639999999999995	3.339	4.4719999999999995	4.293	4.251
SIGLEC6	ENSG00000105492	Sialic acid binding Ig like lectin 6	0.053	0.067	0.013000000000000001	0.10099999999999999	0.067	0.015	0.049	0.039	0.013999999999999999	0.001	0.024			0.044000000000000004	0.315	0.038	0.025	0.125	0.043	0.10099999999999999	0.239		0.022000000000000002		0.0	0.017	0.08900000000000001	0.037000000000000005			0.0			0.209	0.242	0.006	0.649		0.043		0.039	0.37	0.027000000000000003	0.0	0.185		0.016	0.008	0.067	0.037000000000000005	0.23399999999999999		0.06	0.028999999999999998	0.013999999999999999		
MICAL1	ENSG00000135596	Microtubule associated monooxygenase, calponin and LIM domain containing 1	2.2569999999999997	10.805			6.501	2.76	4.421	2.738	5.47	5.995	7.459	2.838	9.162		5.9110000000000005	9.834	3.9	5.905	2.548		2.431	3.116	4.373	10.32	12.859000000000002	4.993	4.677	3.7889999999999997		12.199000000000002			1.683	4.055	15.398	3.577	24.16	13.225999999999999	4.928999999999999	11.743	16.211	7.732	2.985	54.425	5.237		1.4609999999999999	1.22	1.4880000000000002	1.4409999999999998	3.7319999999999998	1.4480000000000002	1.043	2.09	0.9840000000000001		1.19
SLC35G5	ENSG00000177710	Solute carrier family 35 member G5	0.032	0.0	0.002	0.175	0.096	0.19699999999999998	0.0	0.026000000000000002	0.126	0.016	0.05	0.026000000000000002	0.222	0.157	0.015	0.42	0.053	0.028999999999999998	0.11599999999999999	0.14800000000000002	0.138	0.085	0.086	0.085	0.847	0.0	0.039	0.147		0.005		0.07200000000000001	0.13699999999999998	0.541	0.113	0.162	0.218	0.08199999999999999		0.12	0.284		0.125	0.6659999999999999	0.065			0.057999999999999996	0.012	0.012	0.12		0.027000000000000003	0.225	0.08199999999999999		0.013000000000000001
C5orf49	ENSG00000215217	Chromosome 5 open reading frame 49	0.166	0.22399999999999998	0.318	0.272	0.24100000000000002	0.28800000000000003	0.136	0.11599999999999999	0.063	0.17800000000000002	0.204	0.163	0.09300000000000001	0.019	0.205	0.126	0.272		0.11900000000000001	0.174	0.05	0.139	0.066	0.07200000000000001	0.179	0.218	0.111	0.9690000000000001		0.264	0.19899999999999998	0.162		0.265	0.179	0.23399999999999999	0.183		0.23600000000000002	0.177	0.823	0.46	0.091	0.052000000000000005	0.374		1.074	1.456	1.06	0.361	1.9369999999999998	0.29600000000000004	0.614	0.22899999999999998	0.040999999999999995		0.28600000000000003
TRAF3IP3	ENSG00000009790	TRAF3 interacting protein 3	0.94	0.7120000000000001	1.379	0.528		0.373	0.602	0.409	0.8420000000000001			2.238	3.5580000000000003	0.353	2.176	2.495	1.3880000000000001	1.26	0.981		1.271	0.611	1.232	1.095	1.051	1.6340000000000001	0.853	0.9209999999999999	16.053	0.879	0.9	1.766	0.8290000000000001	2.815	7.023	0.619	2.093	1.3090000000000002	2.032		3.467	8.163		8.879	3.553	8.19	0.914	0.7829999999999999	1.1440000000000001	0.733		0.812	0.415		1.3659999999999999		0.52
TRIM46	ENSG00000163462	Tripartite motif containing 46	0.067	1.7819999999999998	0.10400000000000001		0.172	0.17800000000000002	0.138	0.452	0.08900000000000001	0.7020000000000001	0.129	0.046	0.308	0.544	0.271	0.645	0.231	0.374		0.23800000000000002	0.11	0.033	0.036000000000000004	0.34299999999999997	0.474	0.608	0.033			0.11199999999999999	0.067	0.068	0.033	0.17300000000000001	0.196	0.040999999999999995	0.607	0.37	0.094	0.257		0.19	0.068	0.292	0.222		0.016	0.06	0.04	0.027000000000000003	0.038	0.06	0.012	0.026000000000000002			0.098
HSF4	ENSG00000102878	Heat shock transcription factor 4	0.853	2.7960000000000003	1.652	0.887	1.505	1.581	1.173	0.45299999999999996	1.54	1.59	1.358	0.904	2.94	1.861	1.335	1.962	1.2670000000000001	1.591	1.646	0.9229999999999999	1.0490000000000002	0.584	1.149	4.129	4.365	1.067	1.801	1.016		2.926	0.951		0.479	3.426	4.466	0.857	6.58	2.612	3.248		5.029	1.186	1.239	22.939	1.7530000000000001		0.757	3.173	1.929	0.991	1.739	1.399	0.753	0.727	1.587		1.807
SCN2A	ENSG00000136531	Sodium voltage-gated channel alpha subunit 2	0.691	0.31	0.25	0.039		0.141	0.141	0.573	0.11199999999999999	0.076	0.107	0.426	0.184	1.453	0.128	0.039	0.124	0.35700000000000004	0.021	0.055999999999999994		0.218	0.037000000000000005	0.207		0.035	0.066	0.011000000000000001	0.278			0.075		0.33399999999999996	0.057999999999999996	0.28800000000000003	0.053	0.361	0.016	0.151	0.075	0.44299999999999995	0.171	0.073	0.315	0.047	0.025	0.064	0.078	0.05	0.237	0.042	0.023	0.259	0.023	0.042	0.069
HOXB2	ENSG00000173917	Homeobox B2	0.514		0.8340000000000001	1.82	1.3730000000000002	0.7509999999999999	2.345	0.483	3.0589999999999997	3.5869999999999997	5.5	2.932	4.623	0.484	3.0239999999999996	5.361000000000001	3.966	3.702	0.342	0.893	0.599	0.613	0.612	1.686	1.065	1.204	1.3159999999999998	1.944		4.086	0.679	2.737	0.606	4.037	7.8870000000000005		6.849	22.131	1.751		3.753	3.3369999999999997	2.331		4.271		0.662	0.736	1.003	0.986	1.393	0.9	0.5710000000000001	0.769	0.596		0.226
