Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
keratan sulfate II (core 2-linked), degradation product 8[l]	7	-9.5926	0.8281	0.99976	29.433	0.016753	0.097945	24.018	0.012095	0.094452	2	10.894	0.13266	0.31023	5	21.529	0.016726	0.32381
keratan sulfate II (core 2-linked), degradation product 9[l]	7	-9.5926	0.8281	0.99976	29.433	0.016753	0.097945	24.018	0.012095	0.094452	2	10.894	0.13266	0.31023	5	21.529	0.016726	0.32381
F1alpha[l]	7	-9.5926	0.8281	0.99976	29.433	0.016753	0.097945	24.018	0.012095	0.094452	2	10.894	0.13266	0.31023	5	21.529	0.016726	0.32381
keratan sulfate II (core 4-linked), degradation product 3[l]	8	-11.876	0.91192	0.99976	35.053	0.0026011	0.042582	25.811	0.0062723	0.094452	2	10.894	0.13266	0.31023	6	23.513	0.0088656	0.32381
7alpha,12alpha-dihydroxy-5beta-cholestan-3-one[c]	5	4.3623	0.10639	0.73707	4.6042	0.65624	0.96116	13.347	0.24719	0.38717	3	9.3238	0.22753	0.38406	2	9.6845	0.32105	0.6869
5beta-cholestan-3alpha,7alpha,12alpha-triol[c]	5	0.6909	0.26341	0.92789	14.118	0.26077	0.64972	20.479	0.028795	0.1276	2	16.466	0.027239	0.1532	3	12.993	0.22069	0.63481
3alpha,7alpha,12alpha-trihydroxy-5beta-24-oxocholestanoyl-CoA[p]	5	-1.4074	0.38879	0.99976	2.5376	0.73527	0.9623	17.391	0.084936	0.19948	2	12.678	0.0849	0.28835	3	12.101	0.28241	0.64057
choloyl-CoA[p]	16	5.4039	0.030656	0.73707	6.5194	0.81838	0.96733	27.902	0.029515	0.1276	9	21.367	0.016748	0.14204	7	17.956	0.2204	0.63481
choloyl-CoA[m]	5	-8.9479	0.83563	0.99976	14.79	0.2374	0.60584	15.728	0.13805	0.26608	1	7.2563	0.2509	0.39801	4	13.956	0.23679	0.63481
choloyl-CoA[c]	14	5.3314	0.049379	0.73707	10.907	0.58572	0.94417	26.65	0.030732	0.13036	8	20.097	0.025893	0.14894	6	17.502	0.16419	0.59209
cholate[c]	12	-0.61035	0.24075	0.88678	1.6187	0.88809	0.97403	2.241	0.98017	1	6	-0.1017	0.80173	0.88015	6	3.271	0.98989	1
taurine[c]	5	-8.7332	0.8266	0.99976	26.865	0.020739	0.11633	18.449	0.060233	0.16194	1	9.4902	0.15711	0.33422	4	15.881	0.12525	0.54572
taurocholate[c]	13	1.0848	0.13995	0.81038	3.6683	0.86119	0.96733	4.4816	0.96393	1	7	2.0675	0.73444	0.84918	6	4.3635	0.98072	1
glycocholate[c]	12	-1.4084	0.28482	0.92789	6.188	0.7571	0.9623	2.1496	0.98091	1	6	-1.3235	0.84706	0.92452	6	4.3635	0.98072	1
7alpha-hydroxy-5beta-cholestan-3-one[c]	5	4.3623	0.10639	0.73707	4.6042	0.65624	0.96116	13.347	0.24719	0.38717	3	9.3238	0.22753	0.38406	2	9.6845	0.32105	0.6869
5beta-cholestane-3alpha,7alpha-diol[c]	5	0.6909	0.26341	0.92789	14.118	0.26077	0.64972	20.479	0.028795	0.1276	2	16.466	0.027239	0.1532	3	12.993	0.22069	0.63481
5beta-cholestane-3alpha,7alpha,26-triol[c]	9	-15.521	0.97434	0.99976	24.23	0.06108	0.25712	11.829	0.52428	0.66437	0	NA	NA	NA	9	11.829	0.84923	0.9582
3alpha,7alpha-dihydroxy-5beta-cholestan-26-al[c]	12	-21.226	0.99737	0.99976	36.311	0.0031945	0.045248	19.451	0.18599	0.32314	0	NA	NA	NA	12	19.451	0.43479	0.74655
3alpha,7alpha-dihydroxy-5beta-cholestanate[m]	5	5.0894	0.085756	0.73707	1.4627	0.77238	0.9623	17.694	0.077189	0.18623	3	14.497	0.069394	0.25273	2	10.222	0.27867	0.6379
3alpha,7alpha-dihydroxy-5beta-cholestanate[c]	11	-8.8877	0.77223	0.99976	21.183	0.1417	0.45125	25.598	0.024753	0.1276	3	14.497	0.069394	0.25273	8	21.139	0.09069	0.54572
chenodeoxycholoyl-CoA[p]	9	-11.522	0.90015	0.99976	15.877	0.26812	0.66059	15.507	0.28548	0.42011	1	7.2563	0.2509	0.39801	8	13.882	0.63365	0.85636
chenodiol[p]	6	-11.441	0.90499	0.99976	16.774	0.19925	0.56837	10.432	0.47998	0.61564	0	NA	NA	NA	6	10.432	0.74593	0.90563
chenodeoxycholoyl-CoA[c]	8	-12.896	0.93653	0.99976	17.514	0.20221	0.57223	11.906	0.47467	0.61318	0	NA	NA	NA	8	11.906	0.78771	0.91403
chenodiol[c]	17	-8.6262	0.69872	0.99976	14.963	0.48504	0.84338	9.7429	0.89936	0.98249	5	0.7992	0.73007	0.84506	12	11.081	0.95259	1
glycochenodeoxycholate[c]	8	-1.6285	0.34768	0.95096	7.4822	0.61318	0.95736	3.4984	0.92038	0.99369	4	0.086448	0.74736	0.86121	4	4.8611	0.90772	1
taurochenodeoxycholate[c]	12	0.55105	0.18385	0.81038	4.2285	0.82115	0.96733	5.8169	0.92568	0.99403	6	3.8629	0.60885	0.7494	6	4.3635	0.98072	1
sulfochenodeoxycholate[c]	5	-5.0311	0.62651	0.99976	10.873	0.38774	0.77642	-1.4452	0.96695	1	2	-6.9491	0.93018	0.99319	3	3.8081	0.89047	0.98906
5beta-cholestane-3alpha,7alpha,12alpha,24s,25-pentol[r]	32	-16.85	0.93508	0.99976	36.705	0.03737	0.17993	39.574	0.0025123	0.094452	8	22.061	0.013071	0.14204	24	32.959	0.076402	0.54345
3alpha,7alpha,12alpha,25-tetrahydroxy-5beta-cholestane-24-one[r]	31	-15.645	0.90967	0.99976	33.471	0.06907	0.27671	38.625	0.0045182	0.094452	8	22.061	0.013071	0.14204	23	31.832	0.09581	0.54572
taurolithocholate[c]	5	-5.0311	0.62651	0.99976	10.873	0.38774	0.77642	-2.1666	0.97504	1	2	-6.9491	0.93018	0.99319	3	2.8769	0.92388	1
glycolithocholate[c]	6	-7.9442	0.77304	0.99976	18.611	0.14923	0.46632	2.0825	0.91586	0.99369	2	-6.9491	0.93018	0.99319	4	7.4643	0.77095	0.90563
cholate[s]	8	4.0985	0.085903	0.73707	-2.8636	0.92564	0.9791	-0.095332	0.97915	1	5	2.2216	0.66036	0.79698	3	-3.0237	0.99669	1
chenodiol[s]	7	3.4459	0.11086	0.75615	-3.4459	0.92359	0.9791	1.6456	0.93169	0.99403	4	4.7956	0.49333	0.6383	3	-3.0237	0.99669	1
glycocholate[s]	11	1.0042	0.16535	0.81038	0.048934	0.9154	0.9791	-0.26718	0.9898	1	6	-1.3235	0.84706	0.92452	5	1.0535	0.9923	1
taurocholate[s]	12	3.499	0.080675	0.73707	-2.323	0.95199	0.98394	2.2591	0.98002	1	7	2.0675	0.73444	0.84918	5	1.0535	0.9923	1
taurochenodeoxycholate[s]	11	3.0508	0.092031	0.73707	-1.9977	0.9465	0.98297	3.5632	0.95398	0.99824	6	3.8629	0.60885	0.7494	5	1.0535	0.9923	1
glycochenodeoxycholate[s]	7	1.362	0.19069	0.81038	-0.041771	0.85576	0.96733	0.59055	0.95204	0.99669	4	0.086448	0.74736	0.86121	3	0.80226	0.97016	1
HCO3-[s]	28	-10.281	0.68556	0.99976	25.563	0.24903	0.63043	24.623	0.33599	0.46554	8	12.538	0.19209	0.34704	20	21.205	0.76145	0.90563
glutathionyl-leukotriene C4[c]	5	-3.7934	0.54615	0.99976	9.6358	0.44058	0.79745	3.4383	0.84266	0.96742	2	-2.4146	0.79352	0.87418	3	6.4104	0.74624	0.90563
glutathionyl-leukotriene C4[s]	5	-3.7934	0.54615	0.99976	9.6358	0.44058	0.79745	3.4383	0.84266	0.96742	2	-2.4146	0.79352	0.87418	3	6.4104	0.74624	0.90563
S-glutathionyl-2-4-dinitrobenzene[c]	5	-3.7934	0.54615	0.99976	9.6358	0.44058	0.79745	3.4383	0.84266	0.96742	2	-2.4146	0.79352	0.87418	3	6.4104	0.74624	0.90563
S-glutathionyl-2-4-dinitrobenzene[s]	5	-3.7934	0.54615	0.99976	9.6358	0.44058	0.79745	3.4383	0.84266	0.96742	2	-2.4146	0.79352	0.87418	3	6.4104	0.74624	0.90563
S-glutathionyl-ethacrynic acid[c]	5	-3.7934	0.54615	0.99976	9.6358	0.44058	0.79745	3.4383	0.84266	0.96742	2	-2.4146	0.79352	0.87418	3	6.4104	0.74624	0.90563
S-glutathionyl-ethacrynic acid[s]	5	-3.7934	0.54615	0.99976	9.6358	0.44058	0.79745	3.4383	0.84266	0.96742	2	-2.4146	0.79352	0.87418	3	6.4104	0.74624	0.90563
ADP[r]	10	1.4742	0.17544	0.81038	3.5889	0.79264	0.96487	20.907	0.089662	0.20727	5	15.483	0.073906	0.26178	5	14.084	0.31835	0.68635
lc4Cer[g]	8	-10.932	0.88337	0.99976	20.169	0.12912	0.42528	19.513	0.081566	0.19383	2	8.1767	0.23599	0.39395	6	17.811	0.14706	0.5667
type I H glycolipid[g]	5	-3.8631	0.55076	0.99976	9.7055	0.43757	0.79745	14.353	0.19633	0.33687	2	8.1767	0.23599	0.39395	3	11.854	0.30088	0.66603
lactoneotetraosylceramide[g]	6	-4.8506	0.59946	0.99976	10.184	0.44308	0.80001	15.986	0.15864	0.29487	2	9.5871	0.17772	0.33424	4	12.8	0.32388	0.68997
nLc6Cer[g]	6	-3.7447	0.52961	0.99976	9.078	0.48983	0.84837	14.85	0.2102	0.35706	2	9.5871	0.17772	0.33424	4	11.409	0.44267	0.75559
ferricytochrome B5[c]	5	-16.447	0.98709	0.99976	33.974	0.0024148	0.042582	17.567	0.080384	0.19177	0	NA	NA	NA	5	17.567	0.10633	0.54572
ferrocytochrome B5[c]	5	-16.447	0.98709	0.99976	33.974	0.0024148	0.042582	17.567	0.080384	0.19177	0	NA	NA	NA	5	17.567	0.10633	0.54572
nicotinate ribonucleotide[c]	17	-15.71	0.95721	0.99976	19.151	0.3117	0.71981	20.547	0.26449	0.39766	4	2.6553	0.61549	0.75564	13	22.024	0.29453	0.65793
nicotinate D-ribonucleoside[c]	11	-3.8604	0.44932	0.99976	8.5421	0.65218	0.96116	16.025	0.35239	0.48342	4	7.8809	0.32127	0.47319	7	14.131	0.52963	0.79202
deamido-NAD[c]	7	-9.2841	0.81471	0.99976	9.9663	0.49169	0.8498	16.343	0.166	0.30301	2	6.3446	0.32519	0.47794	5	15.324	0.22723	0.63481
nicotinamide D-ribonucleotide[c]	13	-6.1772	0.57155	0.99976	14.704	0.43677	0.79745	16.375	0.40033	0.5349	5	4.3458	0.54593	0.6912	8	17.439	0.31528	0.68263
nicotinamide[c]	27	-4.7065	0.3216	0.92789	19.029	0.52035	0.88627	29.573	0.068207	0.17467	12	14.574	0.16468	0.33422	15	26.641	0.10587	0.54572
nicotinamide ribonucleoside[c]	12	-4.705	0.49613	0.99976	12.959	0.47106	0.82426	14.104	0.50949	0.64637	5	3.3774	0.59919	0.74176	7	15.612	0.40014	0.72583
pantetheine[c]	8	-11.318	0.89575	0.99976	20.754	0.11586	0.39033	19.621	0.078764	0.18928	2	7.9323	0.24705	0.39801	6	18.077	0.13336	0.54604
phosphopantetheine[c]	8	-16.775	0.98561	0.99976	21.393	0.10251	0.35715	16.444	0.1956	0.33666	1	-0.973	0.71279	0.82925	7	17.947	0.22103	0.63481
phosphopantetheine[m]	6	-16.832	0.98525	0.99976	22.166	0.078104	0.29999	16.806	0.12711	0.24947	0	NA	NA	NA	6	16.806	0.20726	0.63481
N-pantothenoylcysteine[c]	6	-13.298	0.94619	0.99976	18.632	0.14872	0.46554	15.483	0.18038	0.31639	1	2.5242	0.51495	0.66131	5	15.831	0.19471	0.62637
pantothenate[c]	7	-13.006	0.93504	0.99976	23.094	0.074866	0.29129	19.884	0.059093	0.15965	1	8.6938	0.18752	0.33967	6	17.928	0.14094	0.55602
D-4-phosphopantothenate[c]	5	-16.009	0.98445	0.99976	21.851	0.068256	0.27671	16.042	0.12661	0.24872	0	NA	NA	NA	5	16.042	0.1821	0.60467
(R)-4-phosphopantothenoyl-cysteine[c]	6	-16.643	0.98407	0.99976	21.976	0.081091	0.30792	16.617	0.13393	0.25964	0	NA	NA	NA	6	16.617	0.21996	0.63481
(R)-4-phosphopantothenoyl-cysteine[m]	5	-14.768	0.97432	0.99976	20.61	0.088056	0.32473	14.779	0.17688	0.31172	0	NA	NA	NA	5	14.779	0.26541	0.63481
inositol-1-phosphate[c]	22	-11.277	0.78962	0.99976	28.968	0.093299	0.33636	30.838	0.020224	0.11884	8	13.575	0.15441	0.33422	14	28.395	0.034986	0.42638
1-phosphatidyl-1D-myo-inositol-3-phosphate[c]	32	-6.3816	0.39618	0.99976	7.6815	0.92574	0.9791	33.609	0.03711	0.13586	13	21.199	0.035742	0.18498	19	26.082	0.28678	0.64452
1-phosphatidyl-myo-inositol-3,5-bisphosphate[c]	24	-1.9814	0.20867	0.81038	3.4838	0.94082	0.9791	28.447	0.065495	0.1701	11	19.308	0.049011	0.20121	13	20.891	0.38862	0.718
1-phosphatidyl-1D-myo-inositol-4-phosphate[c]	57	-14.394	0.75413	0.99976	31.333	0.31912	0.72521	47.286	0.0022021	0.094452	21	24.848	0.016514	0.14204	36	40.522	0.041511	0.4491
1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate[c]	34	-4.6014	0.30908	0.92789	10.85	0.85115	0.96733	35.118	0.027455	0.1276	15	21.789	0.028175	0.15682	19	27.618	0.1775	0.60467
phosphatidylinositol-4,5-bisphosphate[c]	41	-24.019	0.99462	0.99976	46.46	0.0049872	0.051603	39.932	0.0058433	0.094452	10	12.498	0.2146	0.37239	31	38.825	0.021691	0.37694
1-phosphatidyl-1D-myo-inositol-5-phosphate[c]	31	-5.5182	0.37235	0.98805	9.1852	0.88115	0.96738	30.826	0.095922	0.21631	13	18.508	0.077798	0.27092	18	24.725	0.34123	0.71046
phosphatidylinositol-3,4,5-trisphosphate[c]	40	-11.338	0.66481	0.99976	24.894	0.42463	0.79596	37.249	0.026138	0.1276	15	19.128	0.064596	0.23991	25	32.301	0.1191	0.54572
phosphatidylinositol-3,5-bisphosphate[c]	29	-3.8948	0.26921	0.92789	7.6861	0.90021	0.9791	30.112	0.094751	0.21454	13	18.508	0.077798	0.27092	16	23.857	0.31322	0.68231
D-myo-inositol-1,4,5-trisphosphate[c]	24	-9.9084	0.68908	0.99976	23.651	0.2703	0.66448	30.635	0.028703	0.1276	9	15.339	0.10454	0.30375	15	26.87	0.096595	0.54572
1D-myo-inositol-1,4-bisphosphate[c]	20	-12.175	0.83848	0.99976	26.781	0.13048	0.42783	27.636	0.050212	0.14396	7	11.254	0.2332	0.39183	13	26.021	0.073762	0.54345
1D-myo-inositol-1,3,4,5-tetrakisphosphate[c]	9	-1.2089	0.33145	0.92789	6.2339	0.67432	0.9623	17.217	0.19536	0.33651	4	11.839	0.14958	0.32548	5	12.509	0.45127	0.76336
1D-myo-inositol-1,3,4-trisphosphate[c]	6	-0.63927	0.33558	0.92789	5.9726	0.61978	0.95736	13.489	0.28331	0.41769	3	8.8428	0.24863	0.39801	3	10.234	0.43275	0.74615
1D-myo-inositol-1,3,4,5,6-pentakisphosphate[c]	8	-6.7439	0.68408	0.99976	25.217	0.045058	0.20969	20.168	0.06562	0.1701	3	9.9881	0.20013	0.35688	5	17.775	0.098102	0.54572
1D-myo-inositol-3-phosphate[c]	6	3.1772	0.14973	0.81038	-1.3011	0.85965	0.96733	19.402	0.056576	0.15417	3	15.988	0.045343	0.19109	3	11.45	0.33214	0.69839
myo-inositol-hexakisphosphate[c]	9	-7.2788	0.7175	0.99976	20.343	0.13258	0.43216	17.749	0.17129	0.30503	3	8.3923	0.2693	0.41346	6	15.804	0.27973	0.6379
ATP[g]	12	11.777	0.0025244	0.20715	-3.9479	0.96778	0.98394	29.494	0.0044714	0.094452	7	26.789	0.0012669	0.11803	5	13.995	0.32544	0.69262
PI pool[g]	6	-7.2535	0.73824	0.99976	12.584	0.34513	0.72521	11.918	0.38048	0.51424	2	1.9038	0.57597	0.71779	4	13.25	0.28846	0.64698
1-phosphatidyl-1D-myo-inositol-5-phosphate[g]	7	-8.5135	0.77852	0.99976	13.448	0.34554	0.72521	12.778	0.35429	0.48572	2	1.9038	0.57597	0.71779	5	13.915	0.33184	0.69839
ADP[g]	5	-6.4019	0.70936	0.99976	6.3987	0.58139	0.94127	13.323	0.24852	0.3887	1	7.9487	0.21905	0.37793	4	10.921	0.48619	0.78609
1-phosphatidyl-1D-myo-inositol-5-phosphate[r]	10	-4.0826	0.5058	0.99976	13.277	0.39254	0.77934	19.327	0.14045	0.26968	4	10.176	0.21273	0.36977	6	16.642	0.21825	0.63481
5-pp-inspP5[c]	8	-6.3023	0.65689	0.99976	20.159	0.12937	0.42544	17.467	0.14999	0.28235	3	8.3923	0.2693	0.41346	5	15.593	0.20964	0.63481
5-pp-inspP5[n]	5	-6.628	0.72216	0.99976	24.156	0.040788	0.1922	16.262	0.11897	0.23687	2	6.6608	0.30884	0.45749	3	15.556	0.092168	0.54572
myo-inositol-hexakisphosphate[n]	5	-6.628	0.72216	0.99976	24.156	0.040788	0.1922	16.262	0.11897	0.23687	2	6.6608	0.30884	0.45749	3	15.556	0.092168	0.54572
Pi[n]	6	-9.402	0.83721	0.99976	30.736	0.0099102	0.073297	18.631	0.073203	0.18116	2	6.6608	0.30884	0.45749	4	18.108	0.049522	0.48792
1D-myo-inositol-bisdiphosphate-tetrakisphosphate[c]	5	-6.628	0.72216	0.99976	24.156	0.040788	0.1922	16.262	0.11897	0.23687	2	6.6608	0.30884	0.45749	3	15.556	0.092168	0.54572
1D-myo-inositol-1,3,4,5,6-pentakisphosphate[n]	6	-2.7983	0.46902	0.99976	18.796	0.1447	0.45554	18.062	0.087697	0.20358	3	9.9881	0.20013	0.35688	3	15.556	0.092168	0.54572
1D-myo-inositol-bisdiphosphate-tetrakisphosphate[n]	5	-6.628	0.72216	0.99976	24.156	0.040788	0.1922	16.262	0.11897	0.23687	2	6.6608	0.30884	0.45749	3	15.556	0.092168	0.54572
5,10-methenyl-THF[m]	6	1.6804	0.21268	0.81038	10.298	0.43829	0.79745	19.056	0.063619	0.16915	3	13.857	0.08233	0.28263	3	13.093	0.2143	0.63481
lysine[s]	13	-0.90895	0.23135	0.86692	17.606	0.31328	0.72271	25.114	0.039271	0.13773	5	19.282	0.023827	0.14204	8	16.77	0.3721	0.718
6-[(1S,2R)-1,2-dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin[c]	6	7.1325	0.047167	0.73707	-5.1164	0.93119	0.9791	5.8275	0.76952	0.89697	2	15.01	0.04349	0.18682	4	-3.4765	0.99931	1
D-glucurono-6,3-lactone[c]	5	-18.164	0.99406	0.99976	35.691	0.0013212	0.030416	20.581	0.027671	0.1276	0	NA	NA	NA	5	20.581	0.027684	0.38901
D-glucarate[c]	5	-18.164	0.99406	0.99976	35.691	0.0013212	0.030416	20.581	0.027671	0.1276	0	NA	NA	NA	5	20.581	0.027684	0.38901
Fe2+[s]	9	6.3433	0.04511	0.73707	4.5216	0.73954	0.9623	19.97	0.092086	0.21199	6	13.606	0.12963	0.31023	3	15.347	0.099906	0.54572
Fe3+[s]	8	3.9038	0.091218	0.73707	7.6241	0.6071	0.95736	18.358	0.11656	0.23312	5	11.352	0.19278	0.34768	3	15.322	0.10085	0.54572
retinol[c]	46	-26.863	0.99876	0.99976	44.356	0.011391	0.081204	31.97	0.24142	0.38055	9	3.1257	0.69381	0.82745	37	34.106	0.38358	0.718
retinal[c]	21	-21.224	0.99472	0.99976	32.627	0.035867	0.17421	20.387	0.39285	0.52587	2	0.033946	0.67836	0.81681	19	21.422	0.70408	0.90563
retinol[r]	17	-15.929	0.96047	0.99976	22.265	0.20373	0.57223	15.403	0.60971	0.75067	2	3.5637	0.48029	0.62221	15	15.097	0.9193	1
retinal[r]	21	-21.224	0.99472	0.99976	32.627	0.035867	0.17421	20.387	0.39285	0.52587	2	0.033946	0.67836	0.81681	19	21.422	0.70408	0.90563
1-lysolecithin pool[c]	7	-12.454	0.92258	0.99976	17.392	0.20502	0.57223	6.6425	0.743	0.87295	2	-11.61	0.98438	0.99965	5	15.202	0.23549	0.63481
retinyl-ester[c]	27	-19.834	0.9791	0.99976	37.64	0.023776	0.13038	25.963	0.19584	0.33681	7	1.6394	0.75473	0.86344	20	29.197	0.13455	0.54802
fatty acid-retinol pool[c]	20	-15.677	0.94284	0.99976	33.444	0.032106	0.1591	26.237	0.080382	0.19177	5	9.2826	0.28186	0.42955	15	24.936	0.19556	0.62637
11-cis-retinol[c]	14	-12.778	0.91236	0.99976	16.27	0.35607	0.74449	6.2262	0.9438	0.99403	4	-10.334	0.98527	0.99965	10	13.903	0.75164	0.90563
11-cis-retinal[c]	8	-10.095	0.85304	0.99976	14.714	0.30128	0.71288	10.249	0.58956	0.7283	2	-3.0046	0.8171	0.89512	6	13.569	0.47385	0.77066
11-cis-retinyl-palmitate[c]	7	-12.454	0.92258	0.99976	17.392	0.20502	0.57223	6.6425	0.743	0.87295	2	-11.61	0.98438	0.99965	5	15.202	0.23549	0.63481
9-cis-retinol[c]	8	-10.095	0.85304	0.99976	14.714	0.30128	0.71288	10.249	0.58956	0.7283	2	-3.0046	0.8171	0.89512	6	13.569	0.47385	0.77066
9-cis-retinal[c]	7	-5.6174	0.61237	0.99976	5.6174	0.67346	0.9623	3.7868	0.87083	0.9694	3	-4.7121	0.89302	0.96956	4	9.0903	0.64678	0.86746
retinoate[c]	37	-5.083	0.27345	0.92789	16.473	0.75175	0.9623	19.209	0.84112	0.96742	16	8.8503	0.49381	0.63851	21	17.772	0.95525	1
retinoate[r]	32	-5.1928	0.3209	0.92789	14.537	0.75254	0.9623	13.812	0.94527	0.99403	14	4.6649	0.6884	0.82649	18	14.302	0.97735	1
9-cis-retinal[r]	5	-13.465	0.95828	0.99976	25.15	0.032109	0.1591	13.86	0.22042	0.37101	1	-3.9124	0.84184	0.91979	4	17.452	0.066534	0.53203
9-cis-retinoate[r]	26	-9.3482	0.6622	0.99976	14.472	0.63646	0.95736	-3.1709	0.99998	1	9	-13.066	0.99777	0.99965	17	5.5853	0.99994	1
18-hydroxy-all-trans-retinoate[c]	27	-2.6493	0.21098	0.81038	10.308	0.84217	0.96733	11.743	0.94905	0.99403	13	4.6272	0.70965	0.82745	14	11.85	0.97283	1
18-hydroxy-all-trans-retinoate[r]	27	-2.6493	0.21098	0.81038	10.308	0.84217	0.96733	11.743	0.94905	0.99403	13	4.6272	0.70965	0.82745	14	11.85	0.97283	1
9-cis-retinoate[c]	24	-6.3784	0.46511	0.99976	9.045	0.83205	0.96733	-7.3518	1	1	9	-13.066	0.99777	0.99965	15	0.82138	1	1
4-oxo-9-cis-retinoate[c]	55	-15.959	0.82461	0.99976	31.104	0.32633	0.72521	24.142	0.85868	0.9694	17	5.627	0.70429	0.82745	38	25.281	0.96245	1
4-oxo-9-cis-retinoate[r]	24	-6.3784	0.46511	0.99976	9.045	0.83205	0.96733	-7.3518	1	1	9	-13.066	0.99777	0.99965	15	0.82138	1	1
9-cis-retinoyl-beta-D-glucuronide[c]	23	-6.8231	0.5403	0.99976	9.5471	0.78667	0.9623	-7.7349	1	1	8	-14.24	0.99834	0.99965	15	0.82138	1	1
9-cis-retinoyl-beta-D-glucuronide[r]	23	-6.8231	0.5403	0.99976	9.5471	0.78667	0.9623	-7.7349	1	1	8	-14.24	0.99834	0.99965	15	0.82138	1	1
4-oxo-9-cis-retinoyl-beta-glucuronide[c]	23	-6.8231	0.5403	0.99976	9.5471	0.78667	0.9623	-7.7349	1	1	8	-14.24	0.99834	0.99965	15	0.82138	1	1
4-oxo-9-cis-retinoyl-beta-glucuronide[r]	23	-6.8231	0.5403	0.99976	9.5471	0.78667	0.9623	-7.7349	1	1	8	-14.24	0.99834	0.99965	15	0.82138	1	1
9-cis-4-oxo-13,14-dihydro-retinoate[c]	31	-15.645	0.90967	0.99976	33.471	0.06907	0.27671	38.625	0.0045182	0.094452	8	22.061	0.013071	0.14204	23	31.832	0.09581	0.54572
13-cis-retinoate[c]	26	-9.3482	0.6622	0.99976	14.472	0.63646	0.95736	-3.1709	0.99998	1	9	-13.066	0.99777	0.99965	17	5.5853	0.99994	1
13-cis-retinoate[r]	26	-9.3482	0.6622	0.99976	14.472	0.63646	0.95736	-3.1709	0.99998	1	9	-13.066	0.99777	0.99965	17	5.5853	0.99994	1
13-cis-retinoyl-glucuronide[c]	23	-6.8231	0.5403	0.99976	9.5471	0.78667	0.9623	-7.7349	1	1	8	-14.24	0.99834	0.99965	15	0.82138	1	1
13-cis-retinoyl-beta-D-glucuronide[r]	23	-6.8231	0.5403	0.99976	9.5471	0.78667	0.9623	-7.7349	1	1	8	-14.24	0.99834	0.99965	15	0.82138	1	1
5,6-epoxy-13-cis-retinoate[c]	24	-6.3784	0.46511	0.99976	9.045	0.83205	0.96733	-7.3518	1	1	9	-13.066	0.99777	0.99965	15	0.82138	1	1
5,6-epoxy-13-cis-retinoate[r]	24	-6.3784	0.46511	0.99976	9.045	0.83205	0.96733	-7.3518	1	1	9	-13.066	0.99777	0.99965	15	0.82138	1	1
rac-5,6-epoxy-retinoyl-beta-D-glucuronide[c]	23	-6.8231	0.5403	0.99976	9.5471	0.78667	0.9623	-7.7349	1	1	8	-14.24	0.99834	0.99965	15	0.82138	1	1
rac-5,6-epoxy-retinoyl-beta-D-glucuronide[r]	23	-6.8231	0.5403	0.99976	9.5471	0.78667	0.9623	-7.7349	1	1	8	-14.24	0.99834	0.99965	15	0.82138	1	1
4-hydroxy-all-trans-retinoate[c]	25	-6.2498	0.45244	0.99976	8.8626	0.85264	0.96733	-7.8116	1	1	9	-13.066	0.99777	0.99965	16	0.034846	1	1
4-hydroxy-all-trans-retinoate[r]	25	-6.2498	0.45244	0.99976	8.8626	0.85264	0.96733	-7.8116	1	1	9	-13.066	0.99777	0.99965	16	0.034846	1	1
rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinoate[c]	23	-6.8231	0.5403	0.99976	9.5471	0.78667	0.9623	-7.7349	1	1	8	-14.24	0.99834	0.99965	15	0.82138	1	1
rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinoate[r]	23	-6.8231	0.5403	0.99976	9.5471	0.78667	0.9623	-7.7349	1	1	8	-14.24	0.99834	0.99965	15	0.82138	1	1
riboflavin[c]	5	-8.8347	0.83091	0.99976	14.677	0.24125	0.61284	13.463	0.24101	0.38045	1	4.9008	0.37499	0.53925	4	12.602	0.34007	0.70939
FMN[c]	9	-10.908	0.88103	0.99976	15.263	0.29104	0.69754	11.521	0.54511	0.68023	2	2.7774	0.52582	0.67191	7	11.579	0.73823	0.90563
serotonin[c]	15	-13.154	0.89741	0.99976	26.647	0.095605	0.34219	14.239	0.61182	0.75286	2	2.6153	0.53517	0.67927	13	14.269	0.88908	0.98802
hydroxide[c]	5	-14.488	0.9714	0.99976	32.015	0.004615	0.051603	14.463	0.19118	0.33086	1	-3.9124	0.84184	0.91979	4	18.127	0.049104	0.48792
6-hydroxymelatonin-sulfate[c]	24	-14.922	0.90628	0.99976	28.348	0.13174	0.43007	24.173	0.22712	0.37767	7	4.1657	0.62433	0.76063	17	26.048	0.20395	0.63481
5-hydroxyindoleacetaldehyde[c]	15	-25.261	0.99923	0.99976	45.499	0.00058328	0.018415	24.686	0.07119	0.17818	0	NA	NA	NA	15	24.686	0.21183	0.63481
